UDI,Machine ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Machine Name,Vibration [mm/s]
126,TL-02R2,H,299.6,308.5,1542,46.4,34.0,0,0,0,0,0,0,Torpedo Ladle-02,1.19
207,TL-02R3,H,302.3,310.9,1359,52.6,91.0,1,1,0,0,0,0,Torpedo Ladle-02,2.91
291,TL-02R4,H,304.1,312.0,1389,52.3,158.0,0,0,0,0,0,0,Torpedo Ladle-02,0.69
361,TL-02R5,H,313.14,324.91,1430,74.41,231.09,1,1,0,0,0,0,Torpedo Ladle-02,7.73
426,TL-02R6,H,304.5,314.6,1255,61.2,211.0,0,0,0,0,0,0,Torpedo Ladle-02,0.83
477,TL-02R7,H,301.8,310.9,1492,44.6,132.0,0,0,0,0,0,0,Torpedo Ladle-02,1.1
52,WPS-01R1,L,299.5,308.9,1613,38.8,22.0,0,0,0,0,0,0,Water Pump Station-01,1.95
100,WPS-01R2,L,299.9,310.3,1567,47.1,62.0,0,0,0,0,0,0,Water Pump Station-01,1.68
162,WPS-01R3,L,302.4,312.2,1496,49.6,150.0,0,0,0,0,0,0,Water Pump Station-01,1.07
203,WPS-01R4,L,301.1,309.7,1567,43.9,61.0,0,0,0,0,0,0,Water Pump Station-01,0.52
252,WPS-01R5,L,303.7,312.4,1367,52.7,161.0,0,0,0,0,0,0,Water Pump Station-01,2.21
306,WPS-01R6,L,304.9,313.4,1310,62.1,196.0,0,0,0,0,0,0,Water Pump Station-01,1.72
378,WPS-01R7,L,300.1,309.8,1608,42.2,60.0,0,0,0,0,0,0,Water Pump Station-01,0.6
448,WPS-01R8,L,307.9,326.77,1416,56.43,61.79,1,0,1,0,0,0,Water Pump Station-01,7.98
